tracker_uuid,exchange_uuid,start_time,original_utterance,asr_truth,duration,responses
CN-0a077e15-6258-4632-a1d2-32f0ca14666c,fb3af62a-a066-416b-b878-673202e9397f,2021-06-16 20:12:38.207300+00:00,card card,dr pepper ,123.907,"[('utter_default', 'Could you say that again, please?')]"
CN-87eb9d27-05b5-4329-8f2c-d8bd8aced843,937b1009-8476-4ab4-ab1f-99121ccd3d47,2021-06-17 17:52:10.395991+00:00,blakes lota combo,,1.9,"[('utter_combo_dishes', 'The Lottaburrger Meal has Drink, Lottaburrger and Side'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-47611c3b-d81b-4dde-bcab-fd198839cdbe,caacd632-373c-4338-9a2d-b6c77d56e8eb,2021-06-20 23:49:57.180106+00:00,a number one no onion a lot of combo,a number one no onion a lota combo,4.7,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-da9c5d6b-3b23-476e-87bf-4c931c63ad45,2cd2766e-7577-4961-ab09-d4bbb2c08fc5,2021-06-20 13:04:58.822611+00:00,no sausage,no sauce ,0.9,"[('utter_delete_item_notexist', 'No worries! #1 Bacon Burrito has no sausage in it.'), ('utter_ask_limited', 'What Sauce do you want for the #1 Bacon Burrito?')]"
CN-c8af7259-0c37-4b7d-b2cd-cd7eb9fa6282,3cc827bd-7eac-40e4-bb36-234595b9b506,2021-06-02 23:04:56.477973+00:00,small seasoned fries,small small seasoned fries just get a small fries they don't have small fries ,2.6,"[('utter_disambiguate', 'For the Sides which would you like? Large Season Fries or Medium Season Fries')]"
CN-73f0cc7f-fa9f-42f7-8b11-919b48dddbc6,bc2c608e-2cea-41c8-a074-56585536f7be,2021-06-21 23:37:44.965572+00:00,chocolate milk,,0.9,"[('utter_variation_add', 'Sure, I added Chocolate Milk.'), ('utter_variation_add', 'OK, I added Kids Grilled Cheese Sandwich Meal with Grill Cheese Sandwich, Medium Season Fries and Chocolate Milk.'), ('utter_anything_else', 'What else would you like to add today?')]"
CN-65825b45-24c6-4b85-aa75-ab08cdd154bf,179b7974-1612-420c-b4e0-a74619fd4b77,2021-06-07 21:15:30.302833+00:00,another order of a lotaburger meal medium with large fries and large diet pepsi ketchup chopped green chili mayo and cheese,,14.8,"[('utter_anything_else', 'What else do you want to add?')]"
CN-e3571f96-37cf-40be-84dd-3d2fbcbb6b82,a09503db-b0f4-4f7a-8cc1-f9411b53d9ec,2021-06-19 22:45:01.148146+00:00,regular,,0.8,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-74640530-6207-43e0-929e-abf7a05cd91a,d688c1e6-d3f2-49d2-9d85-445bcedf752b,2021-06-17 13:21:35.711452+00:00,green,,0.5,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-cb907d13-79d6-4f68-8b22-74d8a2a73e7a,014bfb55-213b-4e74-8df0-9ac686ef1787,2021-06-01 16:53:17.941090+00:00,large fry,,0.9,"[('utter_variation_add', 'OK, I just added Large Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-4b1a66a6-8f07-478b-b97c-c320f602f88f,ff09d6a8-b4d9-4751-b420-018bce9e41d6,2021-06-14 18:19:17.055620+00:00,orange coke two or coke, orange coke small coke ,3,"[('utter_ask_with_variation', 'For your Pepsi what Sizes, Large or Medium')]"
CN-1b75263a-f013-4d6f-8476-d3ca9afabdc0,f2992b45-aa94-42fd-9506-4b10eeaba2f2,2021-06-18 16:13:28.806107+00:00,let me have a number one bacon breakfast burrito let me have green sauce on the inside and i want its mother with red on the outside,let me have a number one bacon breakfast burrito let me have green sauce on the inside and i want it smothered with red on the outside,9.1,"[('utter_variation_add', 'Sure, I added #1 Bacon Burrito with Green Sauce, Red Sauce and with Smothered.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, coffee goes well with your order')]"
CN-bd1b1565-ba4f-4277-a436-ae833a7b8b17,7b4fd550-3c19-4d13-9b53-f072a5833cee,2021-06-19 21:14:16.228093+00:00,chopped green chile,,1.7,"[('utter_edited_dish_item', 'OK, I updated your Lottaburrger with chop green chile.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"
CN-d24a527a-c30c-44d5-bfed-e90182c2350c,cb32c625-0076-4105-b71f-838147b5fa8e,2021-06-05 21:05:06.544916+00:00,large seasoned fries cool 2 movie open my chair,large seasoned fries cool go watch the movie gonna open my chair,11.9,"[('utter_variation_add', 'OK, I added 2   Large Season Fries.'), ('utter_variation_add', 'OK, I added Lottaburrger Meal with Regular Lottaburrger with Bacon, Cheese and Chopped Green Chile, 2   Large Season Fries and Large Pepsi.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-510c7372-3c04-427f-a5df-bc7100c18a86,68b78e4b-5cd7-480f-96d6-f22743b8a2bd,2021-06-10 22:24:55.361040+00:00,regular,regular french fries and coke regular,0.9,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have cheese or bacon with your Lottaburrger?')]"
CN-510c7372-3c04-427f-a5df-bc7100c18a86,68b78e4b-5cd7-480f-96d6-f22743b8a2bd,2021-06-10 22:24:55.361040+00:00,regular,regular french fries and coke regular,0.9,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have cheese or bacon with your Lottaburrger?')]"
CN-e8e836a1-8d70-4249-8b77-5a3db66ebd6c,7dae3ff3-a57a-4d0a-8118-c5d22b5cc9e0,2021-06-08 17:18:03.906582+00:00,regular large season fries large coke,,5.2,"[('utter_variation_add', 'OK, I added Large Pepsi and Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-c87f1074-701e-4bc2-8548-09228a19647c,cc9f05c4-e463-4fc0-8b0d-51b35cb29040,2021-06-09 00:56:53.405884+00:00,chili on the side,,1.7,"[('utter_variation_add', 'OK, I added Chili Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-653a671b-c573-4a28-b8a8-d36e4de44b57,ece917dd-8f58-438a-9728-078577044fe4,2021-06-19 15:27:24.923589+00:00,easy green,,1.1,"[('utter_variation_add', 'OK, I just added #2 Sausage Burrito  with easy Green Sauce.'), ('utter_ask_limited', 'What Sauce for the #4 Classic Burrito?')]"
CN-2c3f4848-312d-4312-b663-5e21c3d001c5,3f902f3e-3504-4264-87d8-60b7bead95ef,2021-06-07 16:09:38.295240+00:00,no chili,no chili what bacon,1.1,"[('utter_variation_add', 'OK, I just added #2 Sausage Burrito  with No Chile.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"
CN-9abf7072-55be-423d-9622-fe3714931f77,b06e50c6-808d-4747-a81d-ae5f362e3113,2021-06-14 14:01:20.800705+00:00,i don't want no burrito,,1.5,"[('utter_system_handover', 'Please hang tight while I get you to our team member.')]"
CN-4bf2f4b2-9631-4f1a-ba0d-fdd70ea32bed,44ad4519-4248-47a5-8e09-1ef34b631997,2021-06-05 14:16:53.895636+00:00,yes i need a 5 breakfast burrito bacon i need two red and three green,,9.9,"[('utter_variation_add', 'OK, I just added 2   #1 Bacon Burrito with Red Sauce and 3   #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"
CN-a04bb85b-5efb-4201-8686-b6f20e0dd1dc,4e7a97df-d4c0-4fc0-866f-dc93dfe1bdde,2021-06-19 00:37:35.023751+00:00,no add onion rings with that meal,,2.7,"[('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"
CN-776af94f-272b-4879-b1b2-d8800d4eec15,92fd3794-067a-4e14-b454-d54455a32928,2021-06-05 17:01:39.352693+00:00,number to burrito with bacon,number 2 burrito with bacon,3.2,"[('utter_ask_limited', 'What Sauce for the #2 Sausage Burrito ?')]"
CN-3dc70282-c3a3-4c3c-a26e-e3047705a64c,8e405f51-3535-496c-a30f-2998b7c12f82,2021-06-18 22:28:02.691151+00:00,chicken hamburger,chicken tenders no do you want meat they only have grilled cheese or chicken strips what do you want,0.6,"""""""""""""""[('utter_default', """"""""I'm sorry I didn't hear everything you said?"""""""")]"""""""""""""""
CN-53d7babd-c55e-4479-9ac2-00ff5b46f1e7,1f521d9c-a460-4a5a-9046-190785e9a44d,2021-06-11 01:16:06.290706+00:00,pepsi,,0.7,"[('utter_ask_with_variation', 'For your Pepsi what Sizes, Large or Medium')]"
CN-53d7babd-c55e-4479-9ac2-00ff5b46f1e7,1f521d9c-a460-4a5a-9046-190785e9a44d,2021-06-11 01:16:06.290706+00:00,pepsi,,0.7,"[('utter_ask_with_variation', 'For your Pepsi what Sizes, Large or Medium')]"
CN-9ebb55c0-5ffb-4dea-b3ce-54ba32556aab,2161a260-d252-4395-a4e8-f4ca783de55f,2021-06-21 01:56:14.177028+00:00,chicken fries,seasoned fries and onion rings ,1.7,"[('utter_disambiguate_with_more', 'In Sides, which one would you like? Chili Cheese Fries, Chili Fries, Large Fries Large Season Fries or say more to hear more options.')]"
CN-0d228b17-8f67-4953-96ce-1fc529481016,d94bbf43-9792-47ba-a91f-5ab850aef50b,2021-06-15 18:06:19.687205+00:00,regular,,0.8,"[('utter_variation_add', 'OK, I added Regular Lottaburrger with Chopped Green Chile.'), ('utter_ask_recommendation_option', 'Would you like to have cheese or bacon with your Lottaburrger?')]"
CN-838c623f-b445-4797-b55a-7fe169e59c3c,5e51c9a1-4c05-4b09-89f6-8f632ab95126,2021-06-06 01:33:58.801788+00:00,large shake fries,large 6 fries,1.1,"""""""""""""""[('utter_variation_add', """"""""I've added Large Fries!""""""""), ('utter_ask_limited', 'What Shake Flavors for the Shake?')]"""""""""""""""
CN-0d854e97-d931-497b-b023-946b6d2dedb8,444e6e54-f65e-4063-8f49-00b22f98cb59,2021-06-13 23:25:03.709347+00:00,it,fries,69.505,"""""""""""""""[('utter_default', """"""""I'm sorry I didn't hear everything you said?"""""""")]"""""""""""""""
CN-4b538f67-f382-4fc4-be68-a4c28fa928e7,cdfa3f5e-7fd5-4b9e-9d95-0d988043934b,2021-06-12 17:14:02.458967+00:00,breakfast burrito,,1.8,"[('utter_disambiguate_with_more', 'For the Breakfast which would you like? #1 Bacon Burrito, #2 Sausage Burrito , #3 Classic Burrito With Beans #4 Classic Burrito or say more to hear more options.')]"
CN-caa4fe20-7adf-468e-9a39-fe6dadbe41dd,dab193d7-ec70-4854-b88f-7e623bef8618,2021-06-08 22:01:42.533245+00:00,number 1 combo,,1.4,"[('utter_ask_limited', 'What Sauce for the #1 Bacon Burrito?')]"
CN-8274042f-41a1-45a2-9bc0-479ef5bbe890,2ece9be2-982c-4e5b-88f8-28c475dc3425,2021-06-18 16:23:07.716515+00:00,to its a burger with green chili and cheese with double meat,two its a burger with green chili and cheese with double meat,5.7,"[('utter_edited_dish_item', 'OK, I updated your Itsaburrger with Double Meat.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-58bfc28c-9f39-4836-98c5-c74664215592,5bc54968-5341-46c1-a7f1-2c062fcc4cbb,2021-06-02 22:18:15.996205+00:00,a lot of combo,lota combo,1.1,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-66b28b9e-561d-4c7a-8ac7-a555db3f1ace,f728e866-97d2-4753-ac4a-6350a601289f,2021-06-20 02:32:08.611595+00:00,large,,0.7,"[('utter_variation_add', 'OK, I added Large Season Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-47611c3b-d81b-4dde-bcab-fd198839cdbe,b6e84815-7b20-402f-9c99-b6ea7c21053e,2021-06-20 23:50:11.509807+00:00,large combo,lota combo what she's gonna,1.6,"""""""""""""""[('utter_default', """"""""Let's try that one more time, please?""""""""), ('utter_ask_with_variation', 'For your Lottaburrger what Patty, Double Meat or Regular')]"""""""""""""""
CN-98bdcd61-c6f4-488f-8950-203723fc0116,13fbdda6-81ba-4dcc-b2de-d3cbdeb5ef50,2021-06-04 22:54:41.858659+00:00,large french fries,,1.2,"[('utter_variation_add', 'OK, I added Large Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-e68b2020-a792-4750-92a6-ace26a380250,630c5ac3-ab70-4576-96c2-ca79b76091e7,2021-06-13 22:52:34.347014+00:00,chicken fries crispy,seasoned fries crispy ,1.3,"[('utter_disambiguate_with_more', 'For the Sides which would you like? Chili Cheese Fries, Chili Fries, Large Fries Large Season Fries or say more to hear more options.')]"
CN-b2d95eb8-8399-4ae1-9d36-3760403189c8,c082e7b4-f37f-4edd-b0a6-96462700dd45,2021-06-02 00:43:54.885049+00:00,lotaburger,,1,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-febf540c-6399-4888-84f4-fc87ee55e44b,a732d83f-9bc5-4365-a291-bf26ae05a957,2021-06-05 22:53:26.800644+00:00,double,,0.7,"[('utter_variation_add', 'OK, I added Double Meat Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Double Meat Lottaburrger?')]"
CN-3a7679e9-e6e0-4e89-a6ea-b7f442acbe4d,d8fae960-f752-42c5-ad84-d8a94dee8628,2021-06-19 17:46:04.628814+00:00,regular,,1.6,"[('utter_variation_add', 'Sure, I added Regular Itsaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Itsaburrger?')]"
CN-f0523beb-248b-49e8-b3c4-7b8852477f1a,babdceb0-3747-41b0-8cdf-c83abcd8458e,2021-06-20 02:37:40.564673+00:00,chocolate and cherry syrup,,2.1,"""""""""""""""[('utter_variation_add', """"""""I've added Shake with Cherry Syrup and Chocolate Syrup!""""""""), ('utter_variation_add', 'OK, I added Lottaburrger Meal with Double Meat Lottaburrger with Cheese and Chopped Green Chile, Large Fries and Shake with Cherry Syrup and Chocolate Syrup.'), ('utter_anything_else', 'What else would you like to add today?')]"""""""""""""""
CN-53d7babd-c55e-4479-9ac2-00ff5b46f1e7,73489f27-1698-4751-8358-ded243ea6c87,2021-06-11 01:14:23.923492+00:00,sweet tea,,1.8,"[('utter_ask_with_variation', 'For your Sweet Tea what Sizes do you want Large or Medium')]"
CN-53d7babd-c55e-4479-9ac2-00ff5b46f1e7,73489f27-1698-4751-8358-ded243ea6c87,2021-06-11 01:14:23.923492+00:00,sweet tea,,1.8,"[('utter_ask_with_variation', 'For your Sweet Tea what Sizes do you want Large or Medium')]"
CN-fde7daae-64c4-4030-97d9-ac707349091b,e74e1163-0835-411c-a371-3e6a7c5058a5,2021-06-17 21:53:27.837701+00:00,frito pie,fredo pie ,1.3,"[('utter_variation_add', 'OK, I just added Chili Pie.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, deluxe brownie goes well with your order')]"
CN-e4eb6eb6-d86f-476a-bba9-348ab71b9e3f,ed8b062c-bb85-4a8b-b38f-d2a1c72d64bd,2021-06-16 23:33:19.823259+00:00,top green chili and cheese,chopped green chili and cheese,4.4,"[('utter_edited_dish_item', 'Sure I have revised Lottaburrger with green chili and cheese in your order.'), ('utter_disambiguate_without_options', 'What Side do you want?')]"
CN-098c0ff4-05d0-4bf5-85aa-07f66a30ae6e,fbb4e36b-216e-4fc4-8d3f-eee99c8d6e74,2021-06-09 01:44:52.107061+00:00,a lot of burger vince green chili no cheese no onions extra mustard mayonnaise and butter be put on it,a lota burger vince green chili no cheese no onions extra mustard mayonnaise and whatever you put on it garnishes,9.4,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-4ab1d069-ce51-4b07-931a-6e5a7eddb9d7,3a966941-81ff-4e9e-9929-a6235aae7443,2021-06-12 16:35:52.280268+00:00,number one with green,,1.8,"[('utter_variation_add', 'OK, I added #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"
CN-291e8e07-dfe7-411e-a12d-08939cc63342,57e71965-cfd6-4751-a25b-d827d0326ef6,2021-06-17 18:00:59.735640+00:00,regular,,0.8,"[('utter_variation_add', 'Sure, I added Regular Lottaburrger with Cheese and without Pickle.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Lottaburrger?')]"
CN-f72df283-947f-46f5-b089-013238a5a710,61e00abf-c678-418f-bb8c-6b9f5c760555,2021-06-16 20:10:22.292731+00:00,regular,,1.8,"[('utter_variation_add', 'Sure, I added Regular Itsaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Itsaburrger?')]"
CN-96706288-f5c9-48de-80d3-be6af8f191e9,f1154489-508c-48fb-984d-52c910d125f5,2021-06-01 18:25:11.586457+00:00,its a combo, its a combo cheese ,1.1,"[('utter_combo_dishes', 'The Itsaburrger Meal has Drink, Itsaburrger and Side'), ('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-a55635e2-2e74-4413-bade-82c911523f77,85a25267-d717-4929-b612-5d04c9c916f5,2021-06-02 19:39:10.154091+00:00,large pepsi,,1.8,"[('utter_variation_add', 'OK, I added Large Pepsi.'), ('utter_variation_add', 'Sure, I added Lottaburrger Meal with Double Meat Lottaburrger without Onion, with Cheese and Chopped Green Chile, Chili Fries and Large Pepsi.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-8eb3f85d-cb8a-471d-94d2-d3485aff9dae,89377a94-53e6-4a24-850a-abaf6a3a6bc1,2021-06-24 01:01:52.822467+00:00,21 burger mills,two lota burger meals ,3.3,"[('utter_system_handover', 'Please wait, I am connecting you to our team member.')]"
CN-20ee9512-e7b3-4da4-8b96-adfc97a500af,5582cd9e-7918-481e-862d-acc85d166538,2021-06-12 18:09:26.097917+00:00,i would like cheese and green chili on the side,,61.889,"[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with cheese and green chili.'), ('utter_dynamic', 'For the chicken tender which would you like?  2 pieces, 3 pieces or 4 pieces?')]"
CN-1e913413-ed96-44ff-a2d6-2d6ad8b99cc6,97e396ef-8957-4dcb-951b-05f813c5b49d,2021-06-02 16:45:13.240087+00:00,negative number one bacon burrito with sausage no chili,can i a number one bacon burrito with sausage no chili,6.2,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with No Chile and with Sausage.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"
CN-3de22e3e-b4d0-4c10-af31-39bb8efab51f,a0164f05-50ad-4ef9-b1ec-1a3ed10bf747,2021-06-08 22:17:37.770598+00:00,two bacon burrito,,1,"[('utter_ask_limited', 'What Sauce for the 1st #1 Bacon Burrito?')]"
CN-283611a9-3951-4b1c-b4db-814925877b92,0f8aa3a4-5023-42f4-90b3-5b29b5623d68,2021-06-03 02:23:29.832463+00:00,no no drinks,no drinks,2.3,"""""""""""""""[('utter_deleted_dish', 'OK no problem Shake removed from your order'), ('utter_variation_add', """"""""I've added Itsaburrger Meal with Double Meat Itsaburrger with Bacon, Cheese and Chopped Green Chile and Chili Cheese Fries with Chopped Green Chile!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"""""""""""""""
